date,device,hive number,hive humidity,hive temp,weather temp,weather humidity,queen presence
2022-06-16 13:09:27,2,1,11.58,47.17,23.48,50,1
2022-06-16 14:07:27,2,1,18.71,37.18,23.44,47,1
2022-06-16 15:06:34,2,1,25.75,29.73,23.13,47,1
2022-06-16 16:05:45,2,1,24.82,28.39,22.43,44,1
2022-06-16 17:04:50,2,1,24.77,27.24,21.27,46,1
2022-06-16 18:04:02,2,1,24.63,26.73,19.53,47,1
2022-06-16 19:02:57,2,1,35.28,23.41,17.67,49,1
2022-06-16 20:01:57,2,1,29.72,20.71,14.96,57,1
2022-06-16 21:01:03,2,1,43.7,20.02,13.83,63,1
2022-06-16 22:00:08,2,1,62.27,21.18,13.23,65,1
2022-06-16 22:59:34,2,1,52.48,19.91,12.81,68,1
2022-06-16 23:58:21,2,1,34.28,19.45,12.95,68,1
2022-06-24 10:03:17,2,1,31.83,33.81,25.03,43,1
2022-06-24 11:02:54,2,1,22.52,37.56,27.45,38,1
2022-06-24 12:02:08,2,1,20.42,39.64,30.37,34,1
2022-06-24 13:01:17,2,1,21.54,39.65,32.21,36,1
2022-06-24 14:00:20,2,1,24.09,37.16,33.06,35,1
2022-06-24 14:59:22,2,1,25.9,35.06,32.67,33,1
2022-06-24 15:58:28,2,1,26.91,34.42,32.21,36,1
2022-06-24 16:57:37,2,1,27.73,33.31,31.79,37,1
2022-06-24 17:56:42,2,1,30.14,31.6,30.58,41,1
2022-06-24 18:55:41,2,1,32.4,29.74,27.41,44,1
2022-06-24 19:54:43,2,1,35.17,26.95,24.09,50,1
2022-06-24 20:53:47,2,1,38.76,25.31,20.64,61,1
2022-06-24 21:52:53,2,1,37.53,23.77,18.92,68,1
2022-06-24 22:52:03,2,1,37.17,23.01,17.96,71,1
2022-06-24 23:51:12,2,1,35.81,22.85,16.96,75,1
2022-06-25 0:50:22,2,1,35.77,22.68,16.3,76,1
2022-06-25 1:49:33,2,1,35.65,22.16,15.68,79,1
2022-06-25 2:48:45,2,1,36.03,21.74,15.14,79,1
2022-06-25 3:47:58,2,1,35.97,21.56,14.8,80,1
2022-06-25 4:47:09,2,1,36.26,21.09,14.32,81,1
2022-06-25 5:46:18,2,1,35.79,20.74,13.87,82,1
2022-06-25 6:45:34,2,1,36.4,21.44,14.8,82,1
2022-06-25 7:45:01,2,1,40.72,24.69,19.03,61,1
2022-06-25 8:44:24,2,1,41.77,28.12,20.92,51,1
2022-06-25 9:43:58,2,1,36.64,31.81,23.18,45,1
2022-06-25 10:43:26,2,1,30.17,35.38,25.98,41,1
2022-06-25 11:42:48,2,1,26.85,37.73,27.18,42,1
2022-06-25 12:41:58,2,1,24.52,38.29,27.8,38,1
2022-06-25 13:40:59,2,1,25.87,36.36,28.34,47,1
2022-06-25 15:04:33,2,1,22.89,35.83,30.64,37,0
2022-06-25 16:03:37,2,1,26.27,32.64,29.58,41,0
2022-06-25 17:02:48,2,1,28.92,31.4,28.65,41,0
2022-06-25 18:01:55,2,1,29.56,30.93,27.68,42,0
2022-06-25 19:01:01,2,1,32.47,27.72,25.82,43,0
2022-06-25 20:00:05,2,1,35.65,25.02,22.46,54,0
2022-06-25 20:59:10,2,1,39.9,22.5,19.53,65,0
2022-06-25 21:58:20,2,1,39.44,20.9,18.21,69,0
2022-06-25 22:57:32,2,1,38.57,20.25,17.04,74,0
2022-06-25 23:56:42,2,1,39.09,19.75,16.33,77,0
2022-06-26 0:55:53,2,1,39.6,19.34,15.56,80,0
2022-06-26 1:55:04,2,1,39.14,19.07,15.06,82,0
2022-06-26 2:54:17,2,1,40.1,18.68,14.59,83,0
2022-06-26 3:53:30,2,1,40.26,18.24,14.17,83,0
2022-06-26 4:52:44,2,1,40.24,18.91,14.14,84,0
2022-06-26 5:51:56,2,1,40.56,20.54,14.36,86,0
2022-06-26 6:51:07,2,1,40.91,22.47,15.1,87,0
2022-06-26 7:50:20,2,1,41.71,25.52,17.99,66,0
2022-06-26 8:49:43,2,1,36.42,37.48,20.01,62,0
2022-06-26 9:49:13,2,1,23.14,45.21,22.17,56,0
2022-06-26 10:48:36,2,1,15.42,49.68,25.71,41,0
2022-06-26 11:47:55,2,1,12.14,51.97,27.68,39,0
2022-06-26 12:47:08,2,1,13.97,47.65,28.21,40,0
2022-06-26 13:46:18,2,1,17.97,42.36,27.01,46,0
2022-06-26 14:45:27,2,1,26.22,35.17,28.47,45,0
2022-06-26 15:44:38,2,1,28.34,33.06,29.01,44,0
2022-06-26 16:43:49,2,1,30.42,31.93,29.08,45,0
2022-06-26 17:42:54,2,1,32.93,30.13,27.61,46,0
2022-06-26 18:41:57,2,1,31.9,28.79,25.5,52,0
2022-06-26 19:41:01,2,1,36.42,25.62,22.53,57,0
2022-06-26 20:40:03,2,1,37.79,22.72,19.45,67,0
2022-06-26 21:39:11,2,1,41.57,20.47,17.92,74,0
2022-06-26 22:38:20,2,1,39.49,19.63,16.88,79,0
2022-06-26 23:37:32,2,1,38.38,19.05,15.94,81,0
2022-06-27 0:36:44,2,1,38.71,18.72,15.18,83,0
2022-06-27 1:35:57,2,1,39.48,18.54,14.54,84,0
2022-06-27 2:35:11,2,1,40.43,18.5,14.49,85,0
2022-06-27 3:34:20,2,1,40.98,20.15,14.6,85,0
2022-06-27 4:33:32,2,1,40.51,20.93,14.83,85,0
2022-06-27 5:32:42,2,1,41.18,20.99,14.88,85,0
2022-06-27 6:31:57,2,1,41.08,21.99,14.84,85,0
2022-06-27 7:31:07,2,1,40.34,23.83,15.45,82,0
2022-06-27 8:30:28,2,1,39.44,34.51,17.05,77,0
2022-06-27 9:22:28,2,1,34.44,37.83,19.37,62,0
2022-06-27 10:20:13,2,1,19.68,45.02,23.49,51,0
2022-06-27 11:19:45,2,1,15.37,49.66,26.07,47,0
2022-06-27 12:18:31,2,1,13.94,49.2,26.86,42,0
2022-06-27 13:17:43,2,1,14.71,46.04,28.19,39,0
2022-06-27 14:16:54,2,1,21.08,38.37,29.61,40,0
2022-06-27 15:16:06,2,1,26.21,33.24,29.88,45,0
2022-06-27 16:15:16,2,1,26.97,32.69,29.66,45,0
2022-06-27 17:14:23,2,1,28.46,31.02,28.97,44,0
2022-06-27 18:13:28,2,1,27.77,30.71,27.45,44,0
2022-06-27 19:25:32,2,1,40.55,26.43,25.04,48,1
2022-06-27 20:24:33,2,1,42.74,24.26,22.15,56,1
2022-06-27 21:23:37,2,1,49.7,22.24,19.5,67,1
2022-06-27 22:22:43,2,1,53.04,21.02,18.01,73,1
2022-06-27 23:21:51,2,1,54.25,20.35,17.0,75,1
2022-06-28 0:20:58,2,1,55.33,19.87,16.32,79,1
2022-06-28 1:20:09,2,1,57.18,19.7,15.75,80,1
2022-06-28 2:19:17,2,1,55.96,19.61,15.12,81,1
2022-06-28 3:18:26,2,1,54.71,19.5,14.66,83,1
2022-06-28 4:17:36,2,1,53.94,19.44,14.45,84,1
2022-06-28 5:16:46,2,1,55.16,18.88,13.88,79,1
2022-06-28 6:16:00,2,1,52.56,20.53,13.56,86,1
2022-06-28 7:15:45,2,1,46.57,26.68,15.08,84,1
2022-06-28 8:14:40,2,1,37.4,33.75,17.31,72,1
2022-06-28 9:14:48,2,1,23.56,38.48,20.43,61,1
2022-06-28 10:14:20,2,1,20.06,40.79,23.45,50,1
2022-06-28 11:13:54,2,1,17.67,43.52,25.71,42,1
2022-06-28 12:13:12,2,1,16.7,43.92,27.23,42,1
2022-06-28 13:12:04,2,1,17.4,41.65,28.8,39,1
2022-06-28 14:10:34,2,1,22.69,36.22,29.34,39,1
2022-06-28 15:09:35,2,1,28.35,32.33,29.33,38,1
2022-06-28 16:08:41,2,1,28.2,31.31,28.94,40,1
2022-06-28 17:07:45,2,1,28.16,29.51,27.93,40,1
2022-06-28 18:29:56,2,1,30.01,28.86,26.1,43,1
2022-06-28 19:29:03,2,1,30.45,26.09,24.09,46,1
2022-06-28 20:28:09,2,1,31.7,24.21,21.41,49,1
2022-06-28 21:27:16,2,1,32.26,22.07,19.3,56,1
2022-06-28 22:26:20,2,1,33.01,20.86,17.86,63,1
2022-06-28 23:25:29,2,1,32.28,20.32,16.76,68,1
2022-06-29 0:24:37,2,1,32.12,19.78,15.79,72,1
2022-06-29 1:23:48,2,1,31.94,19.32,14.94,75,1
2022-06-29 2:22:58,2,1,31.59,19.32,14.16,79,1
2022-06-29 3:22:07,2,1,32.3,19.09,13.56,81,1
2022-06-29 4:21:17,2,1,31.81,19.27,13.02,82,1
2022-06-29 5:20:23,2,1,33.68,18.63,12.57,83,1
2022-06-29 6:19:34,2,1,31.05,19.05,12.35,84,1
2022-06-29 7:19:04,2,1,33.83,23.38,13.92,84,1
2022-06-29 8:18:26,2,1,35.78,30.38,15.55,77,1
2022-06-29 9:18:09,2,1,28.84,41.06,18.09,66,1
2022-06-29 10:17:35,2,1,20.2,46.36,20.84,56,1
2022-06-29 11:17:07,2,1,13.2,49.82,22.11,53,1
2022-06-29 12:16:28,2,1,12.46,49.65,23.92,49,1
2022-06-29 13:15:40,2,1,13.95,47.73,24.39,52,1
2022-06-29 14:13:31,2,1,21.01,37.15,25.74,46,1
2022-06-29 15:12:27,2,1,25.97,30.99,25.37,43,1
2022-06-29 16:11:32,2,1,27.72,29.76,24.87,46,1
2022-06-29 17:00:11,2,1,37.35,26.36,24.13,50,1
2022-06-29 17:59:12,2,1,31.04,27.75,22.88,55,1
2022-06-29 18:58:09,2,1,30.95,25.12,20.94,59,1
2022-06-29 19:57:13,2,1,32.63,22.31,18.22,68,1
2022-06-29 20:56:16,2,1,35.85,19.98,15.79,77,1
2022-06-29 21:55:24,2,1,33.48,20.08,14.69,82,1
2022-06-29 22:54:35,2,1,45.57,20.73,14.09,82,1
2022-06-29 23:53:49,2,1,31.62,20.79,13.86,84,1
2022-06-30 0:53:00,2,1,31.28,21.02,13.47,84,1
2022-06-30 1:52:10,2,1,31.72,21.22,13.37,84,1
2022-06-30 2:51:21,2,1,31.49,21.17,13.31,84,1
2022-06-30 3:50:31,2,1,32.39,21.16,13.07,84,1
2022-06-30 4:49:40,2,1,39.84,21.21,12.85,84,1
2022-06-30 5:48:50,2,1,41.29,21.11,12.71,83,1
2022-06-30 6:47:59,2,1,51.1,21.47,13.11,82,1
2022-06-30 7:47:14,2,1,42.49,22.82,13.61,80,1
2022-06-30 8:46:38,2,1,39.05,27.36,15.14,78,1
2022-06-30 9:46:45,2,1,28.43,41.57,17.52,67,1
2022-06-30 10:46:15,2,1,23.85,48.21,19.75,63,1
2022-06-30 11:45:41,2,1,16.81,51.28,21.69,55,1
2022-06-30 12:44:48,2,1,12.69,49.55,23.36,47,1
2022-06-30 13:43:06,2,1,16.48,42.77,23.6,49,1
2022-06-30 14:42:07,2,1,24.07,32.97,23.96,49,1
2022-06-30 15:41:07,2,1,25.46,29.21,23.1,49,1
2022-06-30 16:40:15,2,1,28.39,27.66,22.55,52,1
2022-06-30 17:39:21,2,1,30.54,25.77,21.45,55,1
2022-07-02 17:26:27,2,1,35.37,25.13,20.43,58,1
2022-07-02 18:25:48,2,1,37.26,24.86,19.05,64,1
2022-07-02 19:24:53,2,1,40.04,22.68,17.31,67,1
2022-07-02 20:24:01,2,1,35.76,20.69,15.48,74,1
2022-07-02 21:23:11,2,1,36.84,19.55,14.49,77,1
2022-07-02 22:22:21,2,1,37.3,19.23,14.5,76,1
2022-07-02 23:21:36,2,1,34.91,19.8,14.39,75,1
2022-07-03 0:20:49,2,1,36.34,20.45,14.22,75,1
2022-07-03 1:20:01,2,1,36.32,20.72,14.03,75,1
2022-07-03 2:19:13,2,1,35.58,20.76,13.86,76,1
2022-07-03 3:18:24,2,1,39.08,20.6,13.63,77,1
2022-07-03 4:17:36,2,1,34.4,20.56,13.53,77,1
2022-07-03 5:16:49,2,1,34.48,20.59,13.4,78,1
2022-07-03 6:15:59,2,1,35.58,20.71,13.43,78,1
2022-07-03 7:15:14,2,1,34.96,21.77,13.65,78,1
2022-07-03 8:14:28,2,1,36.99,23.09,14.03,78,1
2022-07-03 9:13:44,2,1,37.28,24.77,14.94,74,1
2022-07-03 10:13:01,2,1,40.02,26.74,16.13,71,1
2022-07-03 11:12:13,2,1,37.94,27.82,17.47,64,1
2022-07-03 12:11:40,2,1,37.72,34.19,19.12,58,1
2022-07-03 13:11:29,2,1,30.46,39.0,20.53,59,1
2022-07-03 14:09:50,2,1,28.77,34.13,21.29,55,1
2022-07-03 15:08:57,2,1,29.18,28.84,22.15,52,1
2022-07-03 16:08:07,2,1,33.38,27.56,22.28,52,1
2022-07-03 17:07:30,2,1,31.95,26.37,21.85,51,1
2022-07-03 18:11:20,2,1,31.7,25.88,20.51,54,1
2022-07-03 19:10:34,2,1,35.64,23.02,18.88,61,1
2022-07-03 20:09:13,2,1,35.78,20.76,16.87,66,1
2022-07-03 21:08:19,2,1,35.51,19.1,15.31,71,1
2022-07-03 22:07:30,2,1,34.11,18.37,14.39,75,1
2022-07-03 23:06:41,2,1,33.78,18.13,13.85,77,1
2022-07-04 0:05:51,2,1,33.19,17.71,13.4,79,1
2022-07-04 1:05:00,2,1,33.21,17.41,12.89,80,1
2022-07-04 2:04:13,2,1,34.25,17.8,12.7,80,1
2022-07-04 3:03:26,2,1,35.13,18.53,13.16,80,1
2022-07-04 4:02:43,2,1,35.37,19.09,13.78,79,1
2022-07-04 5:01:54,2,1,34.71,19.53,13.89,79,1
2022-07-04 6:01:05,2,1,54.38,19.58,13.89,79,1
2022-07-04 7:00:21,2,1,36.69,21.7,14.14,80,1
2022-07-04 7:59:42,2,1,40.18,30.82,16.25,77,1
2022-07-04 8:58:57,2,1,33.57,38.43,18.23,72,1
2022-07-04 9:58:25,2,1,27.3,40.42,20.1,67,1
2022-07-04 10:57:59,2,1,27.15,37.96,21.91,60,1
2022-07-04 11:56:52,2,1,27.36,37.82,22.72,60,1
2022-07-04 12:56:11,2,1,24.12,41.35,24.18,56,1
2022-07-04 13:55:26,2,1,23.72,41.01,25.67,53,1
2022-07-04 14:54:34,2,1,25.03,37.14,26.08,53,1
2022-07-04 15:56:31,2,1,27.01,35.54,25.6,55,1
2022-07-04 16:55:37,2,1,30.05,32.19,25.09,56,1
2022-07-04 17:54:47,2,1,32.24,30.79,24.25,59,1
2022-07-04 18:53:55,2,1,34.59,28.48,23.48,62,1
2022-07-04 19:52:59,2,1,38.84,26.55,22.13,66,1
2022-07-04 20:52:03,2,1,44.74,24.03,20.12,73,1
2022-07-04 21:51:47,2,1,43.37,23.03,19.43,75,1
2022-07-04 22:59:04,2,1,45.09,22.79,19.21,76,1
2022-07-04 23:58:17,2,1,46.22,22.45,18.99,78,1
2022-07-05 0:57:29,2,1,47.73,21.89,18.84,80,1
2022-07-05 1:56:38,2,1,48.74,21.76,18.78,80,1
2022-07-05 2:55:46,2,1,47.88,21.17,18.38,80,1
2022-07-05 3:54:55,2,1,48.32,21.05,18.2,80,1
2022-07-05 4:55:09,2,1,48.12,20.48,17.82,81,1
2022-07-05 5:53:35,2,1,47.58,20.43,17.55,82,1
2022-07-05 6:52:51,2,1,46.98,22.38,17.98,82,1
2022-07-05 7:52:11,2,1,47.74,28.64,19.17,79,1
2022-07-05 8:51:36,2,1,39.37,34.54,21.16,73,1
2022-07-05 9:50:55,2,1,35.47,40.32,22.43,70,1
2022-07-05 10:50:37,2,1,24.73,46.88,24.13,63,1
2022-07-05 11:49:30,2,1,24.31,44.58,24.47,61,1
2022-07-05 12:48:30,2,1,21.86,43.06,24.85,62,1
2022-07-05 13:47:17,2,1,30.73,34.24,25.51,60,1
2022-07-05 14:46:32,2,1,31.43,33.62,25.46,59,1
2022-07-05 15:45:44,2,1,33.34,32.53,25.44,58,1
2022-07-05 16:45:15,2,1,34.27,31.7,25.21,58,1
2022-07-05 17:43:58,2,1,36.25,29.09,24.29,58,1
2022-07-05 18:43:04,2,1,37.59,27.06,23.23,62,1
2022-07-05 19:42:23,2,1,40.45,24.18,21.38,66,1
2022-07-05 20:41:12,2,1,44.23,21.9,19.2,72,1
2022-07-05 21:40:31,2,1,44.06,20.36,18.08,76,1
2022-07-05 22:44:10,2,1,45.01,19.76,17.66,77,1
2022-07-05 23:43:52,2,1,45.27,19.81,17.28,79,1
2022-07-06 0:42:40,2,1,45.04,20.61,17.06,80,1
2022-07-06 1:41:53,2,1,45.47,21.05,17.1,79,1
2022-07-06 2:40:55,2,1,45.49,21.04,17.12,78,1
2022-07-06 3:42:38,2,1,45.57,21.11,16.83,78,1
2022-07-06 4:41:50,2,1,46.18,21.01,16.69,79,1
2022-07-06 5:40:59,2,1,46.19,20.83,16.72,77,1
2022-07-06 6:40:12,2,1,46.34,21.38,16.85,77,1
2022-07-06 7:39:26,2,1,46.5,22.69,17.21,75,1
2022-07-06 8:38:42,2,1,45.41,24.75,18.24,71,1
2022-07-06 9:38:12,2,1,40.22,34.48,19.47,67,1
2022-07-06 10:37:58,2,1,30.87,41.14,20.35,66,1
2022-07-06 11:36:55,2,1,26.67,42.4,21.91,59,1
2022-07-06 12:36:36,2,1,17.72,47.4,23.72,55,1
2022-07-06 13:35:01,2,1,23.89,41.34,24.38,55,1
2022-07-06 14:34:31,2,1,26.68,32.75,25.13,54,1
2022-07-06 15:33:11,2,1,30.73,29.7,25.07,53,1
2022-07-06 16:32:31,2,1,32.17,28.36,24.43,55,1
2022-07-06 17:31:12,2,1,34.49,27.06,23.26,59,1
2022-07-06 18:30:44,2,1,34.53,26.96,22.41,60,1
2022-07-06 19:29:18,2,1,45.18,23.92,21.04,64,1
2022-07-06 20:28:23,2,1,42.24,21.67,18.91,70,1
2022-07-06 21:27:33,2,1,42.31,19.83,17.39,74,1
2022-07-06 22:26:45,2,1,43.69,19.04,16.51,76,1
2022-07-06 23:29:23,2,1,42.26,18.43,16.06,78,1
2022-07-07 0:28:35,2,1,43.08,19.49,15.87,78,1
2022-07-07 1:27:48,2,1,43.08,19.8,15.69,78,1
2022-07-07 2:26:59,2,1,43.83,19.91,15.58,78,1
2022-07-07 3:26:13,2,1,43.83,19.82,15.62,78,1
2022-07-07 4:25:29,2,1,43.43,19.83,15.44,78,1
2022-07-07 5:24:42,2,1,44.47,19.78,15.14,79,1
2022-07-07 6:24:26,2,1,45.26,19.9,15.0,79,1
2022-07-07 7:22:56,2,1,44.94,21.88,15.29,79,1
2022-07-07 8:22:13,2,1,44.73,25.35,16.11,77,1
2022-07-07 9:21:35,2,1,37.39,37.33,17.56,72,1
2022-07-07 10:20:57,2,1,28.45,44.57,19.86,66,1
2022-07-07 11:20:34,2,1,19.94,48.39,21.59,62,1
2022-07-07 12:21:08,2,1,16.03,49.82,23.37,57,1
2022-07-07 13:19:30,2,1,18.3,45.4,24.14,56,1
2022-07-07 14:18:57,2,1,25.3,35.23,25.35,52,1
2022-07-07 15:17:36,2,1,28.17,30.64,25.69,51,1
2022-07-07 16:17:49,2,1,30.17,29.92,25.58,50,1
2022-07-07 17:16:34,2,1,32.1,28.78,24.95,49,1
2022-07-07 18:16:21,2,1,31.03,28.76,23.68,51,1
2022-07-07 19:17:27,2,1,34.76,24.89,22.16,57,1
2022-07-07 20:16:51,2,1,35.2,22.86,20.04,61,1
2022-07-07 21:15:59,2,1,36.76,20.9,18.16,67,1
2022-07-07 22:14:11,2,1,38.2,20.07,17.39,70,1
2022-07-07 23:13:22,2,1,37.79,19.0,16.56,73,1
2022-07-08 0:14:56,2,1,38.43,18.42,15.85,75,1
2022-07-08 1:14:07,2,1,38.02,17.98,15.25,76,1
2022-07-08 2:13:18,2,1,38.83,17.46,14.62,77,1
2022-07-08 3:12:29,2,1,39.01,16.94,13.9,80,1
2022-07-08 4:12:14,2,1,39.17,16.31,13.37,80,1
2022-07-08 5:10:39,2,1,37.21,16.69,12.94,81,1
2022-07-08 6:09:51,2,1,38.48,16.16,12.66,83,1
2022-07-08 7:09:47,2,1,41.4,21.87,14.27,80,1
2022-07-08 8:08:29,2,1,40.08,31.91,17.42,73,1
2022-07-08 9:08:34,2,1,31.51,39.7,19.78,66,1
2022-07-08 10:07:58,2,1,23.7,46.38,22.27,58,1
2022-07-08 11:08:46,2,1,15.41,50.36,24.4,52,1
2022-07-08 12:08:53,2,1,12.37,51.02,26.18,48,1
2022-07-08 13:06:47,2,1,13.37,47.88,27.13,47,1
2022-07-08 14:09:50,2,1,22.08,37.7,27.74,46,1
2022-07-08 15:08:24,2,1,25.36,32.53,28.03,46,1
2022-07-08 16:07:49,2,1,28.25,31.01,27.72,46,1
2022-07-08 17:08:46,2,1,38.06,29.23,26.22,48,1
2022-07-08 18:10:05,2,1,31.29,29.45,24.85,51,1
2022-07-08 19:09:34,2,1,34.68,25.77,23.29,53,1
2022-07-08 20:08:46,2,1,37.2,23.42,20.96,60,1
2022-07-08 21:07:28,2,1,40.02,21.11,18.94,65,1
2022-07-08 22:06:22,2,1,40.09,19.83,17.8,71,1
2022-07-08 23:05:35,2,1,39.95,19.03,16.77,77,1
2022-07-09 0:04:21,2,1,39.55,18.42,16.25,79,1
2022-07-09 1:03:30,2,1,40.1,17.88,15.43,81,1
2022-07-09 2:02:58,2,1,40.26,17.3,14.89,82,1
2022-07-09 3:02:18,2,1,41.03,17.04,14.53,83,1
2022-07-09 4:00:47,2,1,41.19,16.74,14.17,84,1
2022-07-09 5:00:15,2,1,41.12,16.32,13.75,84,1
2022-07-09 5:58:53,2,1,41.39,16.07,13.47,85,1
2022-07-09 6:58:12,2,1,43.19,19.67,13.97,85,1
2022-07-09 7:57:34,2,1,43.75,29.22,15.91,82,1
2022-07-09 8:57:12,2,1,32.38,37.87,18.65,75,1
2022-07-09 9:56:11,2,1,24.96,44.91,21.32,66,1
2022-07-09 10:56:44,2,1,17.21,49.01,23.43,59,1
2022-07-09 11:58:41,2,1,13.11,49.85,24.58,56,1
2022-07-09 12:59:39,2,1,15.58,47.17,25.62,54,1
2022-07-09 13:58:05,2,1,22.82,37.67,26.06,53,1
2022-07-09 14:57:13,2,1,28.24,31.6,26.37,52,1
2022-07-09 15:56:25,2,1,29.93,30.34,26.36,50,1
2022-07-09 16:55:44,2,1,32.08,29.91,26.26,51,1
2022-07-09 17:55:02,2,1,32.94,29.01,25.63,53,1
2022-07-09 18:54:22,2,1,35.04,26.77,23.9,56,1
2022-07-09 19:53:03,2,1,40.24,24.36,21.78,60,1
2022-07-09 20:52:10,2,1,44.67,21.95,19.34,66,1
2022-07-09 21:51:33,2,1,45.53,20.34,18.12,71,1
2022-07-09 22:50:18,2,1,43.69,19.26,17.28,75,1
2022-07-09 23:49:27,2,1,42.65,18.41,16.38,78,1
2022-07-10 0:48:36,2,1,42.91,17.84,15.93,80,1
2022-07-10 1:47:45,2,1,43.66,17.36,15.12,81,1
2022-07-10 2:46:54,2,1,43.58,16.9,14.5,85,1
2022-07-10 3:45:59,2,1,43.76,16.38,14.04,86,1
2022-07-10 4:45:13,2,1,43.41,16.08,13.65,87,1
2022-07-10 5:44:39,2,1,44.33,15.5,13.37,88,1
2022-07-10 6:43:27,2,1,44.29,17.09,13.94,88,1
2022-07-10 7:43:18,2,1,46.52,26.87,16.03,80,1
2022-07-10 8:42:54,2,1,36.85,37.07,18.17,74,1
2022-07-10 9:43:41,2,1,25.42,44.41,21.39,60,1
2022-07-10 10:42:52,2,1,16.78,49.27,24.41,55,1
2022-07-10 11:43:06,2,1,11.23,52.58,27.25,47,1
2022-07-10 12:42:27,2,1,11.05,50.9,29.32,47,1
2022-07-10 13:40:52,2,1,14.48,43.21,30.86,40,1
2022-07-10 14:40:18,2,1,19.83,36.87,32.08,35,1
2022-07-10 15:39:44,2,1,21.02,35.29,32.72,31,1
2022-07-10 16:38:56,2,1,22.36,35.06,32.9,31,1
2022-07-10 17:38:05,2,1,26.54,33.44,31.63,35,1
2022-07-10 18:36:58,2,1,29.24,31.8,29.53,42,1
2022-07-10 19:35:56,2,1,32.25,28.41,25.99,48,1
2022-07-10 20:35:10,2,1,37.57,26.23,23.5,51,1
2022-07-10 21:34:27,2,1,39.18,23.94,22.16,56,1
2022-07-10 22:33:37,2,1,43.54,22.6,20.84,59,1
2022-07-10 23:32:49,2,1,44.88,21.6,20.03,61,1
2022-07-11 0:32:00,2,1,44.98,20.61,18.99,65,1
2022-07-11 1:31:46,2,1,43.84,19.74,18.3,68,1
2022-07-11 2:31:03,2,1,43.44,19.26,17.41,71,1
2022-07-11 3:30:14,2,1,43.49,18.75,16.7,73,1
2022-07-11 4:29:25,2,1,42.8,18.14,16.14,74,1
2022-07-11 5:28:37,2,1,43.28,17.57,15.77,74,1
2022-07-11 6:28:05,2,1,42.76,17.9,15.93,73,1
2022-07-11 7:27:46,2,1,43.79,27.42,18.34,70,1
2022-07-11 8:28:20,2,1,35.05,37.45,21.41,62,1
2022-07-11 9:27:27,2,1,23.73,45.13,23.85,56,1
2022-07-11 10:27:12,2,1,13.82,50.72,26.65,50,1
2022-07-11 11:26:41,2,1,11.12,53.46,29.07,43,1
2022-07-11 12:25:43,2,1,13.71,49.28,30.83,41,1
2022-07-11 13:24:24,2,1,15.02,45.5,31.04,40,1
