date,device,hive number,hive humidity,hive temp,weather temp,weather humidity,queen presence
2022-06-10 12:36:00,2,3,10.38,51.96,33.32,32,1
2022-06-10 13:35:11,2,3,11.15,48.63,34.56,30,1
2022-06-10 14:34:20,2,3,13.25,41.36,35.4,23,1
2022-06-10 15:33:29,2,3,19.68,37.84,34.97,27,1
2022-06-10 16:32:41,2,3,24.95,36.18,34.23,31,1
2022-06-10 17:45:44,2,3,29.92,34.47,30.9,41,1
2022-06-10 18:44:45,2,3,34.46,30.91,27.99,48,1
2022-06-10 19:43:51,2,3,33.74,29.14,26.22,51,1
2022-06-10 20:42:55,2,3,38.0,27.0,23.93,55,1
2022-06-10 21:42:01,2,3,39.16,25.08,22.23,59,1
2022-06-10 22:41:10,2,3,43.81,24.14,21.3,61,1
2022-06-10 23:40:18,2,3,49.8,22.86,20.85,66,1
2022-06-11 0:39:26,2,3,54.6,21.73,19.87,68,1
2022-06-11 1:38:34,2,3,53.99,20.7,19.09,71,1
2022-06-11 2:37:45,2,3,51.26,19.69,18.23,73,1
2022-06-11 3:36:54,2,3,51.11,19.45,17.4,75,1
2022-06-11 4:36:04,2,3,52.63,18.91,16.81,77,1
2022-06-11 5:35:14,2,3,50.79,18.64,16.33,77,1
2022-06-11 6:34:28,2,3,49.37,19.47,16.98,75,1
2022-06-11 7:34:47,2,3,48.8,26.9,20.29,68,1
2022-06-11 8:33:45,2,3,29.15,40.18,23.93,56,1
2022-06-11 9:34:20,2,3,20.9,48.9,26.23,46,1
2022-06-11 10:33:55,2,3,10.27,55.62,29.11,35,1
2022-06-11 11:33:12,2,3,7.9,54.09,30.8,30,1
2022-06-11 12:32:18,2,3,7.23,51.84,31.68,28,1
2022-06-11 13:30:47,2,3,12.57,47.36,31.92,34,1
2022-06-11 14:29:57,2,3,19.61,39.97,31.93,39,1
2022-06-11 15:28:56,2,3,26.58,36.04,31.45,42,1
2022-06-11 16:44:58,2,3,33.58,33.51,30.38,46,1
2022-06-11 17:44:04,2,3,35.5,32.22,28.73,50,1
2022-06-11 18:43:10,2,3,38.54,30.57,27.43,53,1
2022-06-11 19:42:07,2,3,44.04,28.5,25.53,59,1
2022-06-11 20:41:11,2,3,49.6,25.55,22.5,67,1
2022-06-11 21:40:17,2,3,51.92,23.85,21.15,74,1
2022-06-11 22:39:24,2,3,54.89,22.73,20.2,76,1
2022-06-11 23:38:36,2,3,57.78,21.87,19.4,79,1
2022-06-12 0:37:49,2,3,58.4,22.28,18.81,83,1
2022-06-12 1:37:00,2,3,57.6,22.01,18.72,83,1
2022-06-12 2:36:11,2,3,61.1,21.15,18.18,84,1
2022-06-12 3:35:25,2,3,58.17,20.82,17.84,85,1
2022-06-12 4:34:37,2,3,58.02,20.6,17.52,86,1
2022-06-12 5:33:50,2,3,60.48,20.38,17.29,86,1
2022-06-12 6:33:03,2,3,57.32,21.3,17.43,86,1
2022-06-12 7:32:30,2,3,55.46,26.82,18.89,83,1
2022-06-12 8:31:53,2,3,33.87,38.44,21.14,74,1
2022-06-12 9:31:04,2,3,28.99,39.37,22.56,70,1
2022-06-12 10:30:28,2,3,18.15,49.19,24.72,61,1
2022-06-12 11:29:44,2,3,22.73,41.62,26.2,58,1
2022-06-12 12:28:53,2,3,23.6,40.39,25.8,61,1
2022-06-12 13:28:02,2,3,26.63,40.52,25.47,63,1
2022-06-12 14:27:11,2,3,25.31,41.1,24.31,65,1
2022-06-12 15:26:04,2,3,31.38,35.0,24.04,66,1
2022-06-12 16:25:11,2,3,36.12,31.28,22.56,67,1
2022-06-12 17:03:34,2,3,45.41,27.36,21.99,68,1
2022-06-12 18:02:29,2,3,38.21,27.73,20.77,72,1
2022-06-12 19:01:33,2,3,40.62,25.94,19.63,72,1
2022-06-12 20:00:44,2,3,38.54,24.24,19.07,67,1
2022-06-12 20:59:54,2,3,38.53,21.61,16.79,68,1
2022-06-12 21:59:01,2,3,38.89,20.35,15.51,69,1
2022-06-12 22:58:10,2,3,41.63,20.0,14.47,70,1
2022-06-12 23:57:28,2,3,54.38,19.6,13.75,75,1
2022-06-13 0:56:42,2,3,38.09,18.43,13.15,77,1
2022-06-13 1:55:53,2,3,42.44,17.72,12.67,77,1
2022-06-13 2:55:04,2,3,41.13,17.24,12.21,79,1
2022-06-13 3:54:15,2,3,50.76,17.02,11.66,81,1
2022-06-13 4:53:24,2,3,42.53,16.65,11.32,82,1
2022-06-13 5:52:38,2,3,49.9,16.66,10.99,82,1
2022-06-13 6:51:50,2,3,44.52,18.13,11.88,80,1
2022-06-13 7:51:24,2,3,44.65,28.26,14.57,73,1
2022-06-13 8:50:45,2,3,30.18,38.05,16.71,66,1
2022-06-13 9:50:10,2,3,21.89,45.11,18.69,57,1
2022-06-13 10:49:36,2,3,13.64,49.96,20.75,50,1
2022-06-13 11:48:58,2,3,11.7,51.82,22.02,44,1
2022-06-13 12:48:18,2,3,9.88,47.41,23.59,40,1
2022-06-13 13:47:23,2,3,12.83,41.9,24.34,40,1
2022-06-13 14:46:29,2,3,18.27,33.34,24.62,37,1
2022-06-13 15:45:41,2,3,21.06,30.43,24.19,35,1
2022-06-13 16:45:02,2,3,21.39,28.0,,0,1
