date,device,hive number,hive humidity,hive temp,weather temp,weather humidity,queen presence
2022-07-01 12:42:18,1,4,21.32,44.96,23.78,48,1
2022-07-01 13:40:23,1,4,24.13,38.86,24.42,46,1
2022-07-01 14:39:10,1,4,30.37,33.92,24.7,47,1
2022-07-01 15:38:20,1,4,53.97,32.58,24.2,52,1
2022-07-01 16:37:23,1,4,55.31,31.04,24.03,52,1
2022-07-01 17:36:29,1,4,60.76,29.69,22.71,53,1
2022-07-01 19:08:38,1,4,68.56,23.08,19.89,61,1
2022-07-01 20:07:21,1,4,75.79,25.62,17.09,70,1
2022-07-01 21:06:42,1,4,74.62,26.99,14.72,79,1
2022-07-01 22:05:58,1,4,68.96,27.75,14.09,81,1
2022-07-01 23:05:05,1,4,73.91,27.03,13.55,82,1
2022-07-02 0:04:23,1,4,71.52,28.18,13.28,83,1
2022-07-02 1:03:31,1,4,66.04,28.09,13.13,82,1
2022-07-02 2:02:40,1,4,66.22,26.59,12.92,82,1
2022-07-02 3:01:54,1,4,68.73,27.2,12.76,83,1
2022-07-02 4:01:13,1,4,70.19,27.87,12.82,82,1
2022-07-02 5:00:25,1,4,68.51,27.67,12.87,81,1
2022-07-02 5:59:41,1,4,65.03,27.61,12.85,81,1
2022-07-02 6:58:52,1,4,60.77,27.75,13.13,80,1
2022-07-02 7:58:20,1,4,61.0,28.43,14.11,78,1
2022-07-02 8:57:35,1,4,62.27,29.01,15.17,72,1
2022-07-02 9:56:39,1,4,57.54,30.32,16.77,69,1
2022-07-02 10:56:10,1,4,55.73,30.95,18.48,66,1
2022-07-02 11:55:37,1,4,51.32,33.06,20.32,59,1
2022-07-02 12:54:38,1,4,52.26,32.89,21.69,57,1
2022-07-02 13:53:34,1,4,46.15,31.62,22.26,55,1
2022-07-02 14:52:46,1,4,53.97,29.83,22.45,53,1
2022-07-02 17:25:11,1,4,55.54,28.75,20.43,58,1
2022-07-02 18:23:54,1,4,51.78,28.01,19.07,63,1
2022-07-02 19:23:00,1,4,54.22,28.94,17.31,67,1
2022-07-02 20:22:06,1,4,64.66,27.35,15.48,74,1
2022-07-02 21:21:14,1,4,67.24,27.68,14.49,77,1
2022-07-02 22:20:24,1,4,68.18,27.77,14.5,76,1
2022-07-02 23:19:39,1,4,65.59,27.98,14.39,75,1
2022-07-03 0:18:51,1,4,65.81,27.93,14.22,75,1
2022-07-03 1:18:05,1,4,64.3,27.79,14.03,75,1
2022-07-03 2:17:15,1,4,74.26,27.45,13.86,76,1
2022-07-03 3:16:26,1,4,67.79,27.37,13.68,77,1
2022-07-03 4:15:39,1,4,70.24,27.51,13.53,77,1
2022-07-03 5:14:48,1,4,65.09,27.21,13.41,78,1
2022-07-03 6:13:59,1,4,69.02,27.78,13.43,78,1
2022-07-03 7:13:12,1,4,67.24,27.58,13.65,78,1
2022-07-03 8:12:28,1,4,66.92,27.83,14.03,78,1
2022-07-03 9:11:41,1,4,65.43,28.15,14.94,74,1
2022-07-03 10:10:57,1,4,67.99,28.57,16.13,71,1
2022-07-03 11:10:11,1,4,66.26,29.41,17.47,64,1
2022-07-03 12:09:31,1,4,65.73,31.12,19.12,58,1
2022-07-03 13:08:56,1,4,58.56,31.63,20.53,59,1
2022-07-03 14:08:02,1,4,43.35,29.98,21.29,55,1
2022-07-03 15:07:28,1,4,60.5,28.98,22.15,52,1
2022-07-03 16:06:38,1,4,46.67,29.43,22.24,52,1
2022-07-03 17:05:48,1,4,48.77,28.16,21.82,51,1
2022-07-03 18:04:54,1,4,45.02,27.42,20.53,54,1
2022-07-03 19:03:58,1,4,57.32,29.1,18.88,61,1
2022-07-03 20:03:02,1,4,63.99,28.94,16.98,65,1
2022-07-03 21:02:06,1,4,59.36,28.57,15.31,71,1
2022-07-03 22:01:15,1,4,65.95,28.82,14.55,74,1
2022-07-03 23:00:27,1,4,67.07,28.96,13.94,77,1
2022-07-03 23:59:39,1,4,67.97,28.73,13.4,79,1
2022-07-04 0:58:48,1,4,72.2,28.31,12.99,80,1
2022-07-04 1:58:01,1,4,69.9,28.15,12.66,80,1
2022-07-04 2:57:15,1,4,66.5,28.15,13.0,80,1
2022-07-04 3:56:30,1,4,63.81,27.99,13.66,79,1
2022-07-04 4:55:41,1,4,69.97,26.69,13.89,79,1
2022-07-04 5:54:54,1,4,69.61,27.45,13.92,80,1
2022-07-04 6:54:06,1,4,67.35,27.28,14.14,80,1
2022-07-04 7:53:35,1,4,57.77,28.96,16.25,77,1
2022-07-04 8:52:56,1,4,58.57,30.2,18.16,72,1
2022-07-04 9:52:21,1,4,61.09,32.37,20.01,67,1
2022-07-04 10:51:34,1,4,54.65,33.09,21.67,63,1
2022-07-04 11:50:51,1,4,51.37,33.25,22.49,62,1
2022-07-04 12:50:12,1,4,46.17,33.04,24.18,56,1
2022-07-04 13:49:25,1,4,42.18,32.64,25.6,53,1
2022-07-04 14:48:38,1,4,42.33,32.15,26.08,53,1
2022-07-04 15:47:45,1,4,52.57,32.56,25.61,55,1
2022-07-04 16:46:50,1,4,45.37,31.2,25.09,56,1
2022-07-04 17:46:00,1,4,46.63,30.32,24.27,59,1
2022-07-04 18:48:31,1,4,55.43,29.74,23.54,62,1
2022-07-04 19:47:40,1,4,49.81,29.18,22.3,65,1
2022-07-04 20:46:42,1,4,58.59,28.88,20.22,72,1
2022-07-04 21:45:51,1,4,57.5,29.88,19.51,75,1
2022-07-04 22:45:04,1,4,62.91,29.22,19.28,75,1
2022-07-04 23:44:33,1,4,69.54,29.18,19.07,79,1
2022-07-05 0:43:17,1,4,72.28,28.55,18.98,79,1
2022-07-05 1:42:28,1,4,67.97,28.95,18.82,80,1
2022-07-05 2:41:32,1,4,61.49,26.04,18.56,80,1
2022-07-05 3:40:42,1,4,66.93,27.03,18.29,80,1
2022-07-05 4:39:52,1,4,72.61,27.17,17.95,81,1
2022-07-05 5:39:02,1,4,77.81,27.76,17.6,82,1
2022-07-05 6:38:16,1,4,73.86,28.35,17.85,82,1
2022-07-05 7:37:32,1,4,69.66,28.18,18.75,80,1
2022-07-05 8:37:01,1,4,66.07,29.57,20.59,75,1
2022-07-05 9:36:17,1,4,62.7,31.16,21.91,71,1
2022-07-05 10:35:36,1,4,53.35,33.59,23.29,67,1
2022-07-05 11:34:47,1,4,42.62,32.26,24.51,60,1
2022-07-05 12:33:57,1,4,45.69,34.03,24.75,61,1
2022-07-05 13:32:52,1,4,45.67,31.65,24.81,61,1
2022-07-05 14:32:08,1,4,46.28,30.65,25.4,60,1
2022-07-05 15:31:18,1,4,58.36,30.34,25.46,58,1
2022-07-05 16:30:31,1,4,47.75,30.59,25.33,57,1
2022-07-05 17:29:38,1,4,49.92,29.9,24.63,58,1
2022-07-05 18:28:41,1,4,52.06,28.94,23.68,61,1
2022-07-05 19:27:46,1,4,55.48,27.81,22.05,64,1
2022-07-05 20:26:51,1,4,51.94,25.96,19.82,71,1
2022-07-05 21:26:04,1,4,66.06,28.1,18.36,75,1
2022-07-05 22:25:26,1,4,75.16,28.4,17.77,77,1
2022-07-05 23:24:37,1,4,75.53,28.07,17.39,79,1
2022-07-06 0:23:52,1,4,75.44,27.53,17.16,79,1
2022-07-06 1:23:04,1,4,74.34,27.26,17.16,79,1
2022-07-06 2:22:17,1,4,80.07,27.65,17.18,78,1
2022-07-06 3:21:47,1,4,79.27,27.46,17.06,78,1
2022-07-06 4:20:59,1,4,80.51,27.15,16.82,78,1
2022-07-06 5:20:11,1,4,73.78,27.35,16.73,77,1
2022-07-06 6:19:25,1,4,75.64,26.11,16.72,76,1
2022-07-06 7:18:41,1,4,79.9,26.64,17.1,75,1
2022-07-06 8:17:56,1,4,73.51,27.67,17.73,73,1
2022-07-06 9:17:18,1,4,69.26,28.81,18.83,69,1
2022-07-06 10:16:43,1,4,61.59,31.05,20.19,64,1
2022-07-06 11:15:57,1,4,47.01,32.51,21.39,61,1
2022-07-06 12:15:20,1,4,41.5,34.27,22.83,56,1
2022-07-06 13:14:32,1,4,46.88,35.14,24.29,53,1
2022-07-06 14:13:48,1,4,39.28,31.79,25.01,53,1
2022-07-06 15:12:57,1,4,51.05,31.36,25.06,54,1
2022-07-06 16:12:54,1,4,58.66,29.77,24.54,55,1
2022-07-06 17:11:37,1,4,51.96,29.19,23.79,57,1
2022-07-06 18:10:58,1,4,57.21,28.92,22.91,60,1
2022-07-06 19:11:16,1,4,52.51,27.14,21.43,64,1
2022-07-06 20:10:24,1,4,52.12,26.56,19.38,69,1
2022-07-06 21:09:31,1,4,64.69,27.3,17.67,74,1
2022-07-06 22:10:00,1,4,66.67,27.21,16.68,76,1
2022-07-06 23:08:57,1,4,70.76,27.5,16.13,78,1
2022-07-07 0:09:04,1,4,64.34,25.96,15.88,78,1
2022-07-07 1:08:35,1,4,73.72,27.25,15.71,78,1
2022-07-07 2:08:26,1,4,70.41,27.69,15.66,78,1
2022-07-07 3:06:52,1,4,74.35,27.39,15.65,78,1
2022-07-07 4:06:10,1,4,69.21,27.35,15.52,78,1
2022-07-07 5:08:42,1,4,67.94,26.92,15.19,79,1
2022-07-07 6:07:22,1,4,78.58,26.44,15.01,80,1
2022-07-07 7:06:51,1,4,72.15,26.83,15.3,78,1
2022-07-07 8:05:44,1,4,68.87,26.85,15.96,77,1
2022-07-07 9:05:06,1,4,64.34,27.91,17.08,74,1
2022-07-07 10:04:31,1,4,56.17,31.33,19.54,67,1
2022-07-07 11:03:43,1,4,50.5,34.74,21.52,62,1
2022-07-07 12:03:12,1,4,50.58,36.32,23.13,58,1
2022-07-07 13:01:42,1,4,43.96,37.39,24.73,54,1
2022-07-07 14:00:54,1,4,45.97,34.3,25.49,53,1
2022-07-07 15:00:22,1,4,55.0,32.37,25.82,51,1
2022-07-07 15:59:01,1,4,46.5,31.46,25.39,51,1
2022-07-07 16:58:09,1,4,48.54,30.55,25.05,49,1
2022-07-07 17:57:13,1,4,50.13,30.22,24.2,50,1
2022-07-07 18:56:17,1,4,49.06,28.47,22.54,56,1
2022-07-07 19:55:27,1,4,54.64,27.48,20.75,59,1
2022-07-07 20:54:40,1,4,60.72,27.07,18.49,67,1
2022-07-07 21:53:50,1,4,70.29,28.9,17.53,69,1
2022-07-07 22:53:00,1,4,69.07,27.9,16.78,72,1
2022-07-07 23:52:43,1,4,73.05,27.07,16.0,74,1
2022-07-07 23:55:59,1,4,72.63,26.97,16.0,74,1
2022-07-08 0:56:41,1,4,81.83,27.15,15.43,76,1
2022-07-08 1:55:53,1,4,73.48,26.48,14.74,77,1
2022-07-08 2:55:07,1,4,76.52,26.31,14.05,79,1
2022-07-08 3:54:17,1,4,75.0,25.89,13.48,80,1
2022-07-08 4:53:25,1,4,73.33,25.4,13.0,81,1
2022-07-08 5:52:36,1,4,81.14,24.31,12.65,82,1
2022-07-08 6:51:57,1,4,74.09,24.32,13.64,81,1
2022-07-08 7:51:47,1,4,74.91,26.47,16.79,75,1
2022-07-08 8:50:34,1,4,72.94,27.7,19.18,69,1
2022-07-08 9:50:20,1,4,61.09,31.5,21.73,61,1
2022-07-08 10:49:34,1,4,50.69,34.84,24.29,53,1
2022-07-08 11:48:51,1,4,35.47,36.6,25.98,49,1
2022-07-08 12:48:01,1,4,35.71,37.78,27.24,47,1
2022-07-08 13:47:14,1,4,34.97,34.83,27.45,47,1
2022-07-08 14:46:25,1,4,38.27,32.75,27.94,45,1
2022-07-08 15:45:34,1,4,39.04,31.4,27.77,44,1
2022-07-08 16:44:43,1,4,42.57,30.77,26.74,47,1
2022-07-08 17:43:51,1,4,54.25,31.06,25.17,50,1
2022-07-08 18:42:55,1,4,53.36,29.72,23.71,54,1
2022-07-08 19:41:57,1,4,46.67,28.09,21.53,57,1
2022-07-08 20:41:04,1,4,61.14,27.51,19.53,62,1
2022-07-08 21:40:10,1,4,77.07,28.83,18.21,68,1
2022-07-08 22:39:36,1,4,72.16,28.07,17.26,74,1
2022-07-08 23:41:33,1,4,72.15,27.49,16.43,78,1
2022-07-09 0:40:46,1,4,80.63,27.42,15.81,80,1
2022-07-09 1:40:05,1,4,76.53,26.79,15.08,82,1
2022-07-09 2:39:17,1,4,81.85,26.4,14.65,83,1
2022-07-09 3:38:28,1,4,81.56,25.98,14.38,84,1
2022-07-09 4:37:37,1,4,77.2,25.7,13.91,84,1
2022-07-09 5:37:03,1,4,82.43,24.9,13.58,85,1
2022-07-09 6:35:42,1,4,86.08,24.59,13.62,86,1
2022-07-09 7:35:11,1,4,81.44,25.99,15.2,84,1
2022-07-09 8:34:36,1,4,74.66,27.4,17.63,78,1
2022-07-09 9:34:03,1,4,65.67,30.21,20.35,70,1
2022-07-09 10:33:31,1,4,54.73,33.82,22.17,61,1
2022-07-09 11:32:41,1,4,40.71,35.37,23.69,57,1
2022-07-09 12:32:58,1,4,40.39,36.91,25.02,54,1
2022-07-09 13:35:26,1,4,41.49,35.63,25.56,54,1
2022-07-09 14:35:13,1,4,48.31,32.71,25.8,53,1
2022-07-09 15:34:08,1,4,51.48,31.8,26.41,52,1
2022-07-09 16:35:46,1,4,47.98,30.81,26.31,50,1
2022-07-09 17:41:13,1,4,52.39,30.16,25.66,52,1
2022-07-09 18:42:04,1,4,52.48,29.16,24.37,54,1
2022-07-09 19:41:41,1,4,56.83,28.23,22.12,58,1
2022-07-09 20:40:26,1,4,57.44,27.9,19.94,64,1
2022-07-09 21:40:06,1,4,63.85,27.64,18.02,69,1
2022-07-09 22:39:40,1,4,73.66,27.23,17.28,74,1
2022-07-09 23:40:46,1,4,77.62,27.29,16.61,77,1
2022-07-10 0:42:54,1,4,81.6,26.58,15.93,80,1
2022-07-10 1:43:36,1,4,77.2,26.31,15.12,81,1
2022-07-10 2:42:56,1,4,76.66,25.42,14.5,85,1
2022-07-10 3:42:26,1,4,84.09,25.43,14.04,86,1
2022-07-10 4:41:21,1,4,79.66,25.44,13.65,87,1
2022-07-10 5:40:55,1,4,76.95,24.85,13.41,87,1
2022-07-10 6:39:34,1,4,77.23,23.82,13.94,88,1
2022-07-10 7:40:40,1,4,70.04,26.26,16.02,80,1
2022-07-10 8:42:00,1,4,63.7,27.7,18.17,74,1
2022-07-10 9:40:34,1,4,58.59,30.63,21.26,60,1
2022-07-10 10:39:50,1,4,53.99,34.37,24.31,56,1
2022-07-10 11:39:23,1,4,41.53,36.9,27.25,47,1
2022-07-10 12:38:24,1,4,31.77,37.87,29.32,47,1
2022-07-10 13:37:42,1,4,32.73,36.48,30.82,41,1
2022-07-10 14:36:54,1,4,30.97,34.31,32.08,35,1
2022-07-10 15:36:07,1,4,30.15,33.82,32.72,31,1
2022-07-10 16:36:38,1,4,32.35,33.95,32.9,31,1
2022-07-10 17:37:20,1,4,38.29,33.61,31.63,35,1
2022-07-10 18:37:40,1,4,38.68,32.26,29.53,42,1
2022-07-10 19:52:11,1,4,39.57,30.37,25.33,48,1
2022-07-10 21:37:12,1,4,62.27,30.41,21.4,60,1
2022-07-11 0:13:48,1,4,71.12,28.32,19.23,65,1
2022-07-11 4:20:21,1,4,75.57,26.95,16.14,74,1
2022-07-11 6:14:15,1,4,76.67,25.33,15.83,74,1
2022-07-11 8:19:41,1,4,67.05,28.38,21.41,62,1
2022-07-11 9:19:50,1,4,61.83,30.83,23.85,56,1
2022-07-11 10:20:30,1,4,45.42,35.45,26.65,50,1
2022-07-11 11:19:17,1,4,31.66,37.48,29.07,43,1
2022-07-11 12:22:00,1,4,29.99,38.35,30.83,41,1
2022-07-11 13:22:09,1,4,29.98,37.01,31.04,40,1
2022-07-11 14:21:56,1,4,32.12,34.99,31.24,39,1
2022-07-11 15:26:07,1,4,32.87,34.3,31.86,37,1
2022-07-11 16:26:48,1,4,34.61,33.65,31.63,40,1
2022-07-11 17:27:13,1,4,35.14,32.29,30.34,43,1
2022-07-11 19:25:17,1,4,40.89,30.41,26.16,49,1
2022-07-11 20:28:29,1,4,45.3,29.41,22.46,60,1
2022-07-12 5:07:55,1,4,70.57,24.85,15.18,84,1
2022-07-12 6:05:44,1,4,69.42,23.01,14.92,84,1
2022-07-12 7:04:56,1,4,81.27,25.75,15.23,84,1
2022-07-12 8:04:17,1,4,74.6,25.41,16.44,83,1
2022-07-12 9:03:41,1,4,63.48,27.56,18.49,72,1
2022-07-12 10:03:19,1,4,60.23,31.88,20.12,67,1
2022-07-12 11:02:27,1,4,53.14,35.58,22.8,56,1
2022-07-12 12:01:45,1,4,40.18,37.36,25.25,52,1
2022-07-12 13:01:21,1,4,32.4,36.9,26.6,49,1
2022-07-12 14:00:17,1,4,36.08,34.33,27.71,46,1
2022-07-12 15:01:47,1,4,38.15,32.51,27.84,47,1
2022-07-12 16:00:54,1,4,40.6,32.14,27.19,52,1
2022-07-12 17:00:05,1,4,42.38,31.23,26.39,53,1
2022-07-12 17:59:09,1,4,44.52,30.44,24.89,55,1
2022-07-12 18:58:16,1,4,44.75,29.15,23.38,59,1
2022-07-12 19:57:19,1,4,47.16,27.48,21.08,66,1
2022-07-12 20:56:25,1,4,66.91,28.32,18.65,74,1
2022-07-12 21:55:32,1,4,75.79,29.14,17.52,79,1
2022-07-12 22:54:41,1,4,82.44,28.4,16.86,81,1
2022-07-12 23:53:54,1,4,70.33,26.74,16.4,81,1
2022-07-13 0:53:05,1,4,69.5,25.99,16.07,82,1
2022-07-13 1:52:15,1,4,60.78,25.3,15.71,82,1
2022-07-13 2:51:31,1,4,84.37,25.91,15.43,83,1
2022-07-13 3:50:40,1,4,73.82,25.66,15.09,83,1
2022-07-13 4:49:50,1,4,76.44,25.51,14.85,84,1
2022-07-13 5:49:03,1,4,73.35,24.0,14.98,84,1
2022-07-13 6:48:17,1,4,84.67,24.55,15.19,82,1
2022-07-13 7:47:40,1,4,79.58,25.53,15.88,81,1
2022-07-13 8:47:04,1,4,67.1,27.27,17.69,77,1
2022-07-13 9:46:41,1,4,63.35,30.77,19.98,68,1
2022-07-13 10:45:50,1,4,57.14,33.66,22.25,61,1
2022-07-13 11:45:19,1,4,47.32,36.49,24.44,52,1
2022-07-13 12:46:20,1,4,40.13,38.48,26.09,48,1
2022-07-13 13:45:31,1,4,44.7,35.67,26.96,45,1
2022-07-13 14:44:36,1,4,40.55,32.61,27.16,45,1
