date,device,hive number,hive humidity,hive temp,weather temp,weather humidity,queen presence,day,time
2022-06-12 00:37:49,2,3,58.4,22.28,18.81,83,1,12,00:37:49
2022-06-12 01:37:00,2,3,57.6,22.01,18.72,83,1,12,01:37:00
2022-06-12 02:36:11,2,3,61.1,21.15,18.18,84,1,12,02:36:11
2022-06-12 03:35:25,2,3,58.17,20.82,17.84,85,1,12,03:35:25
2022-06-12 04:34:37,2,3,58.02,20.6,17.52,86,1,12,04:34:37
2022-06-12 05:33:50,2,3,60.48,20.38,17.29,86,1,12,05:33:50
2022-06-12 06:33:03,2,3,57.32,21.3,17.43,86,1,12,06:33:03
2022-06-12 07:32:30,2,3,55.46,26.82,18.89,83,1,12,07:32:30
2022-06-12 08:31:53,2,3,33.87,38.44,21.14,74,1,12,08:31:53
2022-06-12 09:31:04,2,3,28.99,39.37,22.56,70,1,12,09:31:04
2022-06-12 10:30:28,2,3,18.15,49.19,24.72,61,1,12,10:30:28
2022-06-12 11:29:44,2,3,22.73,41.62,26.2,58,1,12,11:29:44
2022-06-12 12:28:53,2,3,23.6,40.39,25.8,61,1,12,12:28:53
2022-06-12 13:28:02,2,3,26.63,40.52,25.47,63,1,12,13:28:02
2022-06-12 14:27:11,2,3,25.31,41.1,24.31,65,1,12,14:27:11
2022-06-12 15:26:04,2,3,31.38,35.0,24.04,66,1,12,15:26:04
2022-06-12 16:25:11,2,3,36.12,31.28,22.56,67,1,12,16:25:11
2022-06-12 17:03:34,2,3,45.41,27.36,21.99,68,1,12,17:03:34
2022-06-12 18:02:29,2,3,38.21,27.73,20.77,72,1,12,18:02:29
2022-06-12 19:01:33,2,3,40.62,25.94,19.63,72,1,12,19:01:33
2022-06-12 20:00:44,2,3,38.54,24.24,19.07,67,1,12,20:00:44
2022-06-12 20:59:54,2,3,38.53,21.61,16.79,68,1,12,20:59:54
2022-06-12 21:59:01,2,3,38.89,20.35,15.51,69,1,12,21:59:01
2022-06-12 22:58:10,2,3,41.63,20.0,14.47,70,1,12,22:58:10
2022-06-12 23:57:28,2,3,54.38,19.6,13.75,75,1,12,23:57:28
2022-06-13 00:56:42,2,3,38.09,18.43,13.15,77,1,13,00:56:42
2022-06-13 01:55:53,2,3,42.44,17.72,12.67,77,1,13,01:55:53
2022-06-13 02:55:04,2,3,41.13,17.24,12.21,79,1,13,02:55:04
2022-06-13 03:54:15,2,3,50.76,17.02,11.66,81,1,13,03:54:15
2022-06-13 04:53:24,2,3,42.53,16.65,11.32,82,1,13,04:53:24
2022-06-13 05:52:38,2,3,49.9,16.66,10.99,82,1,13,05:52:38
2022-06-13 06:51:50,2,3,44.52,18.13,11.88,80,1,13,06:51:50
2022-06-13 07:51:24,2,3,44.65,28.26,14.57,73,1,13,07:51:24
2022-06-13 08:50:45,2,3,30.18,38.05,16.71,66,1,13,08:50:45
2022-06-13 09:50:10,2,3,21.89,45.11,18.69,57,1,13,09:50:10
2022-06-13 10:49:36,2,3,13.64,49.96,20.75,50,1,13,10:49:36
2022-06-13 11:48:58,2,3,11.7,51.82,22.02,44,1,13,11:48:58
2022-06-13 12:48:18,2,3,9.88,47.41,23.59,40,1,13,12:48:18
2022-06-13 13:47:23,2,3,12.83,41.9,24.34,40,1,13,13:47:23
2022-06-13 14:46:29,2,3,18.27,33.34,24.62,37,1,13,14:46:29
2022-06-13 15:45:41,2,3,21.06,30.43,24.19,35,1,13,15:45:41
2022-06-13 16:45:02,2,3,21.39,28.0,,0,1,13,16:45:02
