Time Stamp,Battery Level,isCharging,Temp In,Temp Out,Hum In,Hum Out
2024-11-2 17:46:25,80,0,26.61,23.99,99.42,100.00
2024-11-2 17:51:42,80,0,26.36,23.92,98.73,100.00
2024-11-2 17:57:0,79,0,25.58,23.92,97.39,100.00
2024-11-2 18:2:17,78,0,26.35,23.97,98.95,100.00
2024-11-2 18:7:34,78,0,26.72,23.95,98.65,100.00
2024-11-2 18:12:51,78,0,26.79,23.93,98.65,100.00
2024-11-2 18:18:8,78,0,27.03,23.99,99.04,100.00
2024-11-2 18:23:26,78,0,27.15,23.98,98.80,100.00
2024-11-2 18:28:43,78,0,26.24,23.85,97.17,100.00
2024-11-2 18:34:0,78,0,26.10,23.84,98.05,100.00
2024-11-2 18:39:17,78,0,26.40,23.85,98.68,100.00
2024-11-2 18:44:34,78,0,26.37,23.83,98.74,100.00
2024-11-2 18:49:51,78,0,25.35,23.78,96.95,100.00
2024-11-2 18:55:9,78,0,24.84,23.75,97.04,100.00
2024-11-2 19:0:26,78,0,25.47,23.78,98.50,100.00
2024-11-2 19:5:43,78,0,26.12,23.78,99.46,100.00
2024-11-2 19:11:0,78,0,26.19,23.72,99.40,100.00
2024-11-2 19:16:17,78,0,26.48,23.76,98.76,100.00
2024-11-2 19:21:34,78,0,26.36,23.72,98.51,100.00
2024-11-2 19:26:52,78,0,25.86,23.72,98.01,100.00
2024-11-2 19:32:9,78,0,26.61,23.74,98.99,100.00
2024-11-2 19:37:26,78,0,26.31,23.64,98.40,100.00
2024-11-2 19:42:43,78,0,25.45,23.62,97.17,100.00
2024-11-2 19:48:0,78,0,25.34,23.66,97.50,100.00
2024-11-2 19:53:17,78,0,26.04,23.65,97.92,100.00
2024-11-2 19:58:35,78,0,26.00,23.68,98.37,100.00
2024-11-2 20:3:52,78,0,26.39,23.68,98.67,100.00
2024-11-2 20:9:9,77,0,25.52,23.55,96.63,100.00
2024-11-2 20:14:26,77,0,25.14,23.53,97.08,100.00
2024-11-2 20:19:43,77,0,24.64,23.51,97.02,100.00
2024-11-2 20:25:1,76,0,24.74,23.49,97.36,100.00
2024-11-2 20:30:18,76,0,25.52,23.48,99.25,100.00
2024-11-2 20:35:35,76,0,25.76,23.45,99.53,100.00
2024-11-2 20:40:52,76,0,25.78,23.41,99.86,100.00
2024-11-2 20:46:9,76,0,25.13,23.35,98.26,100.00
2024-11-2 20:51:26,76,0,24.75,23.38,97.89,100.00
2024-11-2 20:56:44,76,0,25.06,23.37,98.39,100.00
2024-11-2 21:2:1,76,0,25.71,23.38,99.67,100.00
2024-11-2 21:7:18,76,0,26.00,23.34,99.52,100.00
2024-11-2 21:12:35,76,0,26.32,23.34,99.67,100.00
2024-11-2 21:17:52,76,0,26.03,23.28,98.92,100.00
2024-11-2 21:23:10,76,0,26.19,23.29,99.73,100.00
2024-11-2 21:28:27,76,0,26.28,23.27,99.73,100.00
2024-11-2 21:33:44,75,0,26.37,23.26,99.68,100.00
2024-11-2 21:39:1,74,0,26.63,23.36,99.74,100.00
2024-11-2 21:44:19,74,0,26.42,23.30,98.71,100.00
2024-11-2 21:49:36,74,0,26.09,23.23,98.87,100.00
2024-11-2 21:54:53,74,0,26.47,23.28,99.40,100.00
2024-11-2 22:0:10,74,0,26.60,23.28,99.01,100.00
2024-11-2 22:5:27,74,0,26.67,23.27,98.59,100.00
2024-11-2 22:10:45,74,0,26.19,23.19,98.49,100.00
2024-11-2 22:16:2,74,0,26.32,23.11,98.50,100.00
2024-11-2 22:21:19,74,0,26.58,23.14,98.28,100.00
2024-11-2 22:26:36,74,0,26.57,23.15,98.21,100.00
2024-11-2 22:31:53,74,0,26.57,23.18,98.70,100.00
2024-11-2 22:37:11,74,0,26.44,23.19,98.23,100.00
2024-11-2 22:42:28,74,0,26.16,23.13,97.23,100.00
2024-11-2 22:47:45,74,0,25.70,23.13,97.20,100.00
2024-11-2 22:53:2,74,0,26.13,23.10,98.19,100.00
2024-11-2 22:58:20,74,0,26.30,23.10,98.41,100.00
2024-11-2 23:3:37,74,0,26.22,23.06,98.40,100.00
2024-11-2 23:8:54,74,0,25.17,23.01,96.91,100.00
2024-11-2 23:14:11,74,0,25.32,23.05,98.06,100.00
2024-11-2 23:19:29,74,0,24.40,23.06,96.82,100.00
2024-11-2 23:24:46,74,0,25.22,23.07,98.36,100.00
2024-11-2 23:30:3,74,0,25.84,23.08,99.00,100.00
2024-11-2 23:35:20,72,0,25.65,23.02,98.56,100.00
2024-11-2 23:40:38,72,0,25.66,23.02,98.86,100.00
2024-11-2 23:45:55,72,0,25.79,22.99,98.79,100.00
2024-11-2 23:51:12,72,0,25.81,22.98,99.11,100.00
2024-11-2 23:56:29,72,0,25.59,22.95,98.38,100.00
2024-11-3 0:1:46,72,0,24.78,22.91,97.29,100.00
2024-11-3 0:7:4,72,0,24.88,22.97,98.03,100.00
2024-11-3 0:12:21,72,0,25.63,22.98,98.24,100.00
2024-11-3 0:17:38,72,0,25.85,22.94,98.52,100.00
2024-11-3 0:22:55,72,0,25.87,22.93,98.53,100.00
2024-11-3 0:28:12,72,0,26.23,22.96,98.42,100.00
2024-11-3 0:33:30,72,0,26.18,22.99,98.22,100.00
2024-11-3 0:38:47,72,0,26.14,23.02,97.99,100.00
2024-11-3 0:44:4,72,0,26.25,23.11,97.95,100.00
2024-11-3 0:49:21,72,0,26.37,23.22,98.07,100.00
2024-11-3 0:54:39,72,0,26.50,23.43,97.71,100.00
2024-11-3 0:59:56,72,0,26.17,24.21,96.08,100.00
2024-11-3 1:5:13,72,0,26.03,24.95,96.55,100.00
2024-11-3 1:10:30,72,0,26.13,25.78,97.06,100.00
2024-11-3 1:15:48,72,0,26.38,25.63,97.59,100.00
2024-11-3 1:21:5,72,0,26.51,25.15,97.95,100.00
2024-11-3 1:26:22,72,0,25.77,24.52,96.74,100.00
2024-11-3 1:31:39,72,0,25.22,24.29,96.51,100.00
2024-11-3 1:36:56,72,0,25.91,24.49,98.41,100.00
2024-11-3 1:42:14,71,0,26.25,24.61,97.52,100.00
2024-11-3 1:47:31,71,0,26.09,24.73,97.05,100.00
2024-11-3 1:52:48,71,0,25.46,24.77,96.13,100.00
2024-11-3 1:58:5,71,0,25.72,25.18,97.17,100.00
2024-11-3 2:3:23,71,0,26.45,25.46,97.97,100.00
2024-11-3 2:8:40,71,0,26.45,25.50,96.62,100.00
2024-11-3 2:13:57,71,0,26.27,25.67,96.76,100.00
2024-11-3 2:19:15,71,0,26.18,25.86,96.57,100.00
2024-11-3 2:24:32,71,0,26.22,26.04,96.49,100.00
2024-11-3 2:29:49,71,0,26.13,26.16,96.08,100.00
2024-11-3 2:35:6,71,0,26.19,26.35,96.31,100.00
2024-11-3 2:40:24,71,0,26.41,26.55,96.38,100.00
2024-11-3 2:45:41,71,0,26.48,26.74,96.02,100.00
2024-11-3 2:50:58,71,0,26.50,26.93,95.67,100.00
2024-11-3 2:56:16,71,0,26.91,27.22,95.92,100.00
2024-11-3 3:1:33,71,0,27.03,27.39,95.29,100.00
2024-11-3 3:6:50,71,0,27.45,27.59,95.82,100.00
2024-11-3 3:12:7,71,0,27.18,27.65,94.47,98.36
2024-11-3 3:17:25,71,0,27.44,27.76,95.01,96.07
2024-11-3 3:22:42,71,0,27.78,28.11,94.78,98.62
2024-11-3 3:27:59,71,0,27.90,28.32,94.58,96.64
2024-11-3 3:33:17,71,0,27.48,28.24,92.95,91.76
2024-11-3 3:38:34,71,0,28.09,28.47,94.01,95.90
2024-11-3 3:43:51,70,0,28.67,28.64,94.10,91.74
2024-11-3 3:49:9,70,0,28.71,28.81,93.07,92.82
2024-11-3 3:54:26,70,0,29.00,29.27,92.58,91.85
2024-11-3 3:59:43,70,0,29.22,29.35,92.67,89.88
2024-11-3 4:5:1,70,0,29.19,29.53,91.91,87.92
2024-11-3 4:10:18,70,0,29.76,29.34,92.30,91.22
2024-11-3 4:15:35,70,0,29.52,28.95,91.25,93.47
2024-11-3 4:20:53,70,0,29.84,28.98,91.84,96.93
2024-11-3 4:26:10,70,0,29.97,29.14,91.95,91.76
2024-11-3 4:31:27,70,0,28.84,29.55,89.62,88.73
2024-11-3 4:36:45,70,0,29.05,29.84,91.04,83.43
2024-11-3 4:42:2,70,0,29.34,30.20,90.97,86.17
2024-11-3 4:47:19,70,0,30.34,30.37,91.28,84.39
2024-11-3 4:52:36,70,0,30.75,30.46,91.50,83.01
2024-11-3 4:57:54,70,0,30.30,30.89,87.77,77.54
2024-11-3 5:3:11,70,0,30.13,31.21,89.23,82.11
2024-11-3 5:8:28,70,0,30.86,30.99,89.82,82.95
2024-11-3 5:13:46,70,0,30.14,30.49,89.08,82.22
2024-11-3 5:19:3,69,0,30.80,30.76,88.86,83.33
2024-11-3 5:24:20,69,0,30.74,31.25,88.73,78.62
2024-11-3 5:29:38,69,0,32.49,32.05,89.81,80.09
2024-11-3 5:34:55,69,0,32.26,32.44,83.54,74.04
2024-11-3 5:40:12,69,0,31.26,31.34,81.77,80.00
2024-11-3 5:45:30,69,0,31.20,31.77,82.37,75.99
2024-11-3 5:50:47,69,0,33.50,33.49,85.18,71.91
2024-11-3 5:56:4,69,0,33.75,35.21,79.65,66.01
2024-11-3 6:1:22,69,0,35.83,37.16,82.21,60.77
2024-11-3 6:6:39,69,0,35.68,37.89,79.67,58.31
2024-11-3 6:11:56,69,0,34.85,35.91,73.70,62.99
2024-11-3 6:17:14,69,0,34.27,34.50,74.44,68.02
2024-11-3 6:22:31,69,0,34.31,33.61,74.59,71.01
2024-11-3 6:27:48,69,0,33.77,33.44,71.99,68.45
2024-11-3 6:33:6,69,0,33.29,32.20,73.67,73.74
2024-11-3 6:38:23,69,0,32.88,31.95,74.38,74.03
2024-11-3 6:43:41,69,0,33.12,32.17,76.05,75.66
2024-11-3 6:48:58,69,0,32.84,32.51,73.73,74.77
2024-11-3 6:54:15,69,0,33.34,33.82,72.92,68.90
2024-11-3 6:59:33,69,0,35.27,36.88,73.83,60.54
2024-11-3 7:4:50,69,0,36.90,38.79,72.17,55.16
2024-11-3 7:10:7,68,0,36.43,36.97,72.42,60.20
2024-11-3 7:15:25,68,0,35.56,36.02,70.67,60.52
2024-11-3 7:20:42,68,0,35.92,36.18,69.04,61.72
2024-11-3 7:26:0,68,0,37.11,37.54,68.83,56.87
2024-11-3 7:31:17,68,0,38.02,38.42,67.28,54.98
2024-11-3 7:36:34,68,0,39.54,38.89,67.58,55.46
2024-11-3 7:41:52,68,0,37.31,36.88,64.25,58.17
2024-11-3 7:47:9,68,0,36.42,34.75,65.78,65.69
2024-11-3 7:52:27,68,0,37.30,35.52,66.52,65.68
2024-11-3 7:57:44,68,0,36.10,34.49,65.67,65.70
2024-11-3 8:3:2,68,0,36.58,34.38,66.41,66.36
2024-11-3 8:8:19,68,0,36.93,34.45,64.59,63.83
2024-11-3 8:13:36,68,0,37.08,35.01,66.11,64.45
2024-11-3 8:18:54,68,0,36.99,35.67,62.91,63.67
2024-11-3 8:24:11,68,0,37.94,37.45,64.06,58.76
2024-11-3 8:29:29,68,0,37.40,36.38,62.80,61.12
2024-11-3 8:34:46,65,0,36.95,34.29,62.26,65.74
2024-11-3 8:40:4,65,0,35.07,33.11,62.89,67.26
2024-11-3 8:45:21,65,0,34.32,32.61,65.34,72.49
2024-11-3 8:50:39,65,0,34.09,32.36,66.80,73.27
2024-11-3 8:55:56,65,0,33.37,32.14,67.53,70.95
2024-11-3 9:1:13,65,0,33.75,32.19,68.78,72.87
2024-11-3 9:6:31,65,0,33.78,32.17,67.47,73.44
2024-11-3 9:11:48,65,0,33.58,32.03,68.94,74.09
2024-11-3 9:17:6,65,0,33.27,32.13,68.38,72.57
2024-11-3 9:22:23,65,0,33.39,32.03,69.31,73.68
2024-11-3 9:27:41,65,0,33.66,32.04,70.00,73.81
2024-11-3 9:32:58,65,0,33.49,31.82,68.22,74.32
2024-11-3 9:38:15,65,0,33.12,31.44,70.18,76.12
2024-11-3 9:43:33,65,0,33.39,31.43,69.70,75.51
2024-11-3 9:48:50,65,0,32.97,31.27,70.17,75.75
2024-11-3 9:54:8,65,0,33.20,31.73,70.37,76.65
2024-11-3 9:59:25,65,0,33.08,31.58,70.78,77.11
2024-11-3 10:4:43,65,0,32.46,31.41,69.77,75.00
2024-11-3 10:10:0,65,0,32.48,31.75,71.50,75.71
2024-11-3 10:15:18,65,0,32.59,31.24,71.71,77.08
2024-11-3 10:20:35,65,0,32.65,31.15,71.13,78.31
2024-11-3 10:25:52,65,0,32.55,31.62,72.07,75.30
2024-11-3 10:31:10,65,0,32.22,31.36,71.75,77.12
2024-11-3 10:36:27,65,0,33.09,31.51,73.19,78.48
2024-11-3 10:41:45,65,0,33.27,31.77,71.99,77.24
2024-11-3 10:47:2,65,0,33.23,31.78,72.81,78.25
2024-11-3 10:52:20,65,0,33.33,31.96,71.89,75.80
2024-11-3 10:57:37,65,0,33.16,32.19,73.05,75.77
2024-11-3 11:2:55,65,0,32.87,31.75,71.23,74.08
2024-11-3 11:8:12,65,0,32.88,31.44,72.71,76.68
2024-11-3 11:13:30,65,0,32.76,30.83,71.36,77.86
2024-11-3 11:18:47,65,0,32.73,30.47,72.96,79.24
2024-11-3 11:24:5,65,0,32.64,30.46,72.22,81.09
2024-11-3 11:29:22,65,0,32.53,30.22,72.24,81.50
2024-11-3 11:34:40,65,0,32.35,30.03,73.12,83.81
2024-11-3 11:39:57,65,0,32.41,29.83,73.15,86.18
2024-11-3 11:45:14,65,0,32.02,29.54,72.76,86.74
2024-11-3 11:50:32,65,0,31.64,29.29,73.94,88.43
2024-11-3 11:55:49,65,0,31.07,29.11,74.94,89.01
2024-11-3 12:1:7,65,0,31.06,28.97,75.15,89.95
2024-11-3 12:6:25,65,0,31.01,28.80,75.67,90.06
2024-11-3 12:11:42,65,0,31.04,28.61,75.47,90.02
2024-11-3 12:17:0,65,0,31.01,28.44,75.29,91.55
2024-11-3 12:22:17,62,0,30.91,28.31,75.67,91.66
2024-11-3 12:27:35,62,0,30.84,28.15,76.78,92.13
2024-11-3 12:32:52,62,0,30.79,28.00,76.51,93.21
2024-11-3 12:38:10,62,0,30.38,27.93,76.63,93.02
2024-11-3 12:43:27,62,0,30.38,27.80,76.73,93.74
2024-11-3 12:48:45,62,0,30.29,27.77,77.95,95.46
2024-11-3 12:54:2,62,0,30.34,27.66,77.99,94.34
2024-11-3 12:59:20,62,0,30.26,27.64,78.05,94.28
2024-11-3 13:4:37,62,0,30.65,27.57,78.88,95.33
2024-11-3 13:9:55,62,0,30.65,27.55,78.43,94.89
2024-11-3 13:15:12,62,0,30.70,27.46,78.05,97.89
2024-11-3 13:20:30,62,0,30.71,27.34,78.53,98.83
2024-11-3 13:25:47,62,0,30.68,27.23,78.63,98.71
2024-11-3 13:31:5,62,0,30.57,27.23,78.08,98.49
2024-11-3 13:36:23,62,0,30.61,27.19,79.62,98.57
2024-11-3 13:41:40,62,0,30.69,27.12,79.92,99.66
2024-11-3 13:46:58,62,0,30.59,27.07,79.37,99.96
2024-11-3 13:52:15,62,0,30.54,26.98,79.79,100.00
2024-11-3 13:57:33,62,0,30.72,27.05,80.04,100.00
2024-11-3 14:2:50,62,0,30.77,27.05,80.22,100.00
2024-11-3 14:8:8,62,0,30.87,26.96,80.78,100.00
2024-11-3 14:13:26,62,0,30.58,26.97,80.72,100.00
2024-11-3 14:18:43,62,0,30.23,26.94,80.56,100.00
2024-11-3 14:24:1,62,0,30.65,26.92,80.47,100.00
2024-11-3 14:29:18,62,0,30.34,26.90,78.73,100.00
2024-11-3 14:34:36,62,0,30.20,26.88,79.57,100.00
2024-11-3 14:39:53,62,0,30.51,26.91,80.24,100.00
2024-11-3 14:45:11,62,0,30.35,26.89,79.38,100.00
2024-11-3 14:50:28,62,0,30.12,26.83,79.97,100.00
2024-11-3 14:55:46,62,0,30.37,26.82,80.93,100.00
2024-11-3 15:1:3,62,0,30.31,26.86,80.51,100.00
2024-11-3 15:6:21,62,0,30.61,26.93,81.44,100.00
2024-11-3 15:11:39,61,0,30.66,26.94,80.32,100.00
2024-11-3 15:16:56,61,0,30.05,26.87,79.99,100.00
2024-11-3 15:22:14,61,0,30.31,26.86,81.76,100.00
2024-11-3 15:27:31,61,0,30.44,26.77,80.38,100.00
2024-11-3 15:32:49,61,0,30.46,26.78,81.40,100.00
2024-11-3 15:38:7,61,0,29.81,26.62,80.19,100.00
2024-11-3 15:43:24,61,0,29.90,26.56,82.83,100.00
2024-11-3 15:48:42,61,0,30.30,26.52,82.21,100.00
2024-11-3 15:53:59,60,0,30.38,26.51,82.35,100.00
2024-11-3 15:59:17,60,0,30.27,26.49,81.73,100.00
2024-11-3 16:4:35,60,0,30.49,26.48,80.80,100.00
2024-11-3 16:9:52,60,0,30.42,26.53,80.93,100.00
2024-11-3 16:15:10,60,0,30.28,26.43,80.88,100.00
2024-11-3 16:20:27,60,0,29.94,26.34,80.87,100.00
2024-11-3 16:25:45,60,0,30.02,26.33,81.66,100.00
2024-11-3 16:31:3,60,0,30.19,26.26,82.32,100.00
2024-11-3 16:36:20,60,0,29.96,26.18,81.59,100.00
2024-11-3 16:41:38,60,0,29.22,26.16,81.41,100.00
2024-11-3 16:46:55,60,0,29.06,26.16,81.81,100.00
2024-11-3 16:52:13,60,0,28.98,26.14,83.11,100.00
2024-11-3 16:57:31,60,0,29.00,26.14,83.39,100.00
2024-11-3 17:2:48,60,0,28.87,26.12,82.89,100.00
2024-11-3 17:8:6,60,0,28.51,26.12,83.20,100.00
2024-11-3 17:13:24,60,0,28.83,26.12,84.16,100.00
2024-11-3 17:18:41,60,0,28.99,26.20,83.98,100.00
2024-11-3 17:23:59,60,0,28.83,26.19,84.01,100.00
2024-11-3 17:29:17,60,0,28.08,26.06,84.85,100.00
2024-11-3 17:34:34,59,0,27.20,25.92,87.52,100.00
2024-11-3 17:39:52,59,0,27.03,25.87,88.42,100.00
2024-11-3 17:45:10,59,0,27.36,25.96,88.16,100.00
2024-11-3 17:50:27,59,0,27.16,25.91,88.67,100.00
2024-11-3 17:55:45,59,0,26.99,25.49,88.91,100.00
2024-11-3 18:1:3,59,0,27.03,25.35,88.47,100.00
2024-11-3 18:6:20,59,0,26.83,25.19,89.25,100.00
2024-11-3 18:11:38,59,0,26.66,25.09,88.99,100.00
2024-11-3 18:16:56,59,0,26.59,25.07,89.80,100.00
2024-11-3 18:22:13,59,0,26.45,25.05,90.32,100.00
2024-11-3 18:27:31,59,0,26.22,24.95,90.73,100.00
2024-11-3 18:32:49,59,0,26.02,24.85,91.07,100.00
2024-11-3 18:38:6,59,0,25.97,24.82,91.47,100.00
2024-11-3 18:43:24,59,0,25.94,24.75,91.63,100.00
2024-11-3 18:48:42,59,0,25.94,24.74,91.53,100.00
2024-11-3 18:53:59,59,0,25.96,24.71,91.38,100.00
2024-11-3 18:59:17,58,0,26.15,24.66,91.99,100.00
2024-11-3 19:4:35,58,0,26.23,24.53,91.58,100.00
2024-11-3 19:9:52,58,0,26.34,24.50,91.74,100.00
2024-11-3 19:15:10,58,0,26.39,24.50,91.30,100.00
2024-11-3 19:20:28,58,0,26.00,24.46,91.01,100.00
2024-11-3 19:25:45,57,0,26.28,24.46,91.80,100.00
2024-11-3 19:31:3,57,0,26.04,24.47,91.25,100.00
2024-11-3 19:36:21,57,0,25.77,24.50,91.88,100.00
2024-11-3 19:41:39,57,0,25.67,24.51,92.28,100.00
2024-11-3 19:46:56,57,0,25.62,24.53,92.69,100.00
2024-11-3 19:52:14,57,0,25.62,24.52,92.77,100.00
2024-11-3 19:57:32,57,0,25.68,24.51,92.97,100.00
2024-11-3 20:2:49,57,0,25.61,24.53,93.10,100.00
2024-11-3 20:8:7,57,0,25.55,24.54,93.50,100.00
2024-11-3 20:13:25,57,0,25.48,24.53,93.57,100.00
2024-11-3 20:18:42,57,0,25.56,24.48,93.28,100.00
2024-11-3 20:24:0,57,0,26.11,24.48,93.78,100.00
2024-11-3 20:29:18,57,0,26.40,24.45,93.43,100.00
2024-11-3 20:34:35,57,0,26.22,24.49,92.98,100.00
2024-11-3 20:39:53,57,0,26.61,24.47,93.62,100.00
2024-11-3 20:45:11,57,0,26.90,24.48,94.08,100.00
2024-11-3 20:50:29,56,0,27.19,24.49,94.51,100.00
2024-11-3 20:55:46,56,0,26.86,24.46,92.89,100.00
2024-11-3 21:1:4,56,0,26.04,24.40,92.14,100.00
2024-11-3 21:6:22,55,0,25.61,24.34,92.39,100.00
2024-11-3 21:11:39,55,0,25.47,24.30,92.69,100.00
2024-11-3 21:16:57,55,0,25.67,24.31,93.17,100.00
2024-11-3 21:22:15,55,0,25.91,24.33,93.68,100.00
2024-11-3 21:27:33,55,0,26.21,24.32,93.31,100.00
2024-11-3 21:32:50,55,0,25.74,24.29,92.98,100.00
2024-11-3 21:38:8,55,0,25.42,24.26,93.39,100.00
2024-11-3 21:43:26,55,0,25.26,24.22,93.76,100.00
2024-11-3 21:48:44,55,0,25.18,24.21,93.88,100.00
2024-11-3 21:54:1,55,0,25.43,24.18,94.14,100.00
2024-11-3 21:59:19,55,0,25.61,24.17,93.95,100.00
2024-11-3 22:4:37,55,0,25.56,24.16,93.93,100.00
2024-11-3 22:9:55,55,0,25.78,24.17,94.20,100.00
2024-11-3 22:15:12,55,0,26.03,24.13,94.62,100.00
2024-11-3 22:20:30,55,0,25.75,24.08,93.95,100.00
2024-11-3 22:25:48,55,0,26.05,24.12,94.60,100.00
2024-11-3 22:31:6,55,0,26.62,24.11,94.07,100.00
2024-11-3 22:36:24,55,0,26.47,24.05,94.06,100.00
2024-11-3 22:41:41,55,0,26.00,24.01,93.85,100.00
