Time Stamp,Battery Level,isCharging,Temp In,Temp Out,Hum In,Hum Out
2024-11-3 22:46:59,55,0,26.49,24.03,94.19,100.00
2024-11-3 22:52:17,55,0,26.49,24.06,93.63,100.00
2024-11-3 22:57:35,55,0,26.61,24.09,93.86,100.00
2024-11-3 23:2:52,55,0,27.06,24.12,93.68,100.00
2024-11-3 23:8:10,55,0,26.74,24.11,93.24,100.00
2024-11-3 23:13:28,55,0,26.88,24.13,93.64,100.00
2024-11-3 23:18:46,55,0,27.08,24.13,93.70,100.00
2024-11-3 23:24:4,54,0,27.81,24.15,92.14,100.00
2024-11-3 23:29:21,54,0,27.22,24.21,91.96,100.00
2024-11-3 23:34:39,54,0,27.48,24.22,92.67,100.00
2024-11-3 23:39:57,54,0,27.25,24.28,91.86,100.00
2024-11-3 23:45:15,54,0,27.15,24.24,92.22,100.00
2024-11-3 23:50:33,54,0,27.43,24.26,93.53,100.00
2024-11-3 23:55:50,54,0,27.61,24.25,93.81,100.00
2024-11-4 0:1:8,54,0,27.88,24.31,92.03,100.00
2024-11-4 0:6:26,54,0,27.56,24.31,92.56,100.00
2024-11-4 0:11:44,54,0,27.48,24.36,91.48,100.00
2024-11-4 0:17:2,54,0,27.56,24.31,91.85,100.00
2024-11-4 0:22:20,53,0,27.09,24.29,91.49,100.00
2024-11-4 0:27:37,53,0,26.64,24.22,92.55,100.00
2024-11-4 0:32:55,53,0,26.87,24.20,92.81,100.00
2024-11-4 0:38:13,53,0,27.16,24.21,93.38,100.00
2024-11-4 0:43:31,53,0,27.57,24.28,93.44,100.00
2024-11-4 0:48:49,53,0,27.61,24.31,92.10,100.00
2024-11-4 0:54:6,53,0,27.22,24.31,92.11,100.00
2024-11-4 0:59:24,53,0,27.17,24.31,92.13,100.00
2024-11-4 1:4:42,53,0,26.81,24.32,91.40,100.00
2024-11-4 1:10:0,53,0,26.58,24.39,91.51,100.00
2024-11-4 1:15:18,53,0,25.98,24.42,91.75,100.00
2024-11-4 1:20:35,53,0,25.74,24.48,92.48,100.00
2024-11-4 1:25:53,53,0,26.12,24.54,93.95,100.00
2024-11-4 1:31:11,53,0,26.56,24.66,94.13,100.00
2024-11-4 1:36:29,53,0,26.58,24.77,94.48,100.00
2024-11-4 1:41:47,53,0,26.44,24.82,93.77,100.00
2024-11-4 1:47:5,53,0,26.14,24.89,93.51,100.00
2024-11-4 1:52:22,53,0,26.71,25.07,93.45,100.00
2024-11-4 1:57:40,52,0,27.03,25.28,93.32,100.00
2024-11-4 2:2:58,52,0,27.29,25.52,93.62,100.00
2024-11-4 2:8:16,52,0,27.51,25.64,93.67,100.00
2024-11-4 2:13:34,52,0,28.00,25.78,93.77,100.00
2024-11-4 2:18:52,52,0,28.12,25.93,93.56,100.00
2024-11-4 2:24:9,52,0,28.24,25.99,93.50,100.00
2024-11-4 2:29:27,52,0,26.86,25.71,91.71,100.00
2024-11-4 2:34:45,52,0,26.62,25.75,92.82,100.00
2024-11-4 2:40:3,52,0,27.43,26.03,94.11,100.00
2024-11-4 2:45:21,52,0,27.92,26.22,93.31,100.00
2024-11-4 2:50:39,52,0,28.15,26.45,93.53,100.00
2024-11-4 2:55:57,51,0,28.57,26.69,93.45,100.00
2024-11-4 3:1:15,51,0,28.62,26.81,92.59,100.00
2024-11-4 3:6:32,51,0,27.63,26.59,91.18,100.00
2024-11-4 3:11:50,51,0,27.50,26.73,92.19,100.00
2024-11-4 3:17:8,51,0,27.49,26.77,91.36,100.00
2024-11-4 3:22:26,51,0,27.82,27.12,92.45,100.00
2024-11-4 3:27:44,51,0,27.99,27.24,92.14,100.00
2024-11-4 3:33:2,51,0,27.24,27.07,91.04,98.39
2024-11-4 3:38:20,51,0,27.81,27.42,92.46,98.75
2024-11-4 3:43:38,51,0,27.75,27.41,91.30,97.91
2024-11-4 3:48:56,51,0,27.56,27.39,91.29,95.58
2024-11-4 3:54:14,51,0,27.63,27.44,91.27,95.97
2024-11-4 3:59:32,51,0,27.88,27.59,91.83,95.78
2024-11-4 4:4:49,51,0,27.80,27.77,90.61,94.16
2024-11-4 4:10:7,51,0,28.24,28.04,91.94,94.38
2024-11-4 4:15:25,51,0,29.05,28.51,92.02,92.69
2024-11-4 4:20:43,51,0,29.09,28.39,89.88,90.36
2024-11-4 4:26:1,51,0,28.82,28.32,89.85,89.68
2024-11-4 4:31:19,51,0,28.77,28.49,89.41,91.40
2024-11-4 4:36:37,51,0,29.08,28.69,90.39,90.82
2024-11-4 4:41:55,51,0,29.50,29.12,90.59,89.61
2024-11-4 4:47:13,51,0,29.53,29.31,89.45,87.04
2024-11-4 4:52:31,51,0,29.37,29.19,88.10,85.09
2024-11-4 4:57:49,51,0,28.82,28.94,88.01,87.79
2024-11-4 5:3:7,51,0,28.57,28.87,87.05,85.66
2024-11-4 5:8:25,51,0,28.94,29.77,82.69,82.82
2024-11-4 5:13:43,51,0,31.71,31.67,78.28,77.63
2024-11-4 5:19:0,51,0,31.97,31.33,84.20,82.43
2024-11-4 5:24:18,51,0,32.99,31.62,84.88,81.90
2024-11-4 5:29:36,51,0,32.94,31.99,77.61,75.94
2024-11-4 5:34:54,51,0,32.13,32.34,71.30,72.96
